"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"AD20210245","Seminario de Investigación","Nvivo","Victor Castañeda","Maestría en Contabilidad y Finanzas","Posgrado","23/11/2021","Tuesday","18:00- 20:00","10","2021-II","11","Valentina Cardona","DICTADA","","","","","","","","","","","",""
"AD20210244","Estrategia de mercados","Cesim SimBrand","Sara Catalina Forero Molina","Administración de Empresas","Pregrado","24/11/2021","Wednesday","07:00- 09:00","39","2021-II","11","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210261","Cátedra del Egresado","Stream Yard","Jose Stalin Rojas Amaya","Administración de empresas","Pregrado","25/11/2021","Thursday","18:00- 20:00","11","2021-II","11","Verónica Sánchez","DICTADA","","","","","","","","","","","",""
"AD20210268","Fundamentos de Economía","Referenciación","Irina Rosa Espana Eljaiek","Economía","Pregrado","26/11/2021","Friday","09:00- 11:00","1","2021-II","11","Marcela Catalina Vargas","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/11/2021","Friday","Ninguno","Ninguno","2021-II","11","Ninguno","","","","","","","","","","","","",""
"AD20210267","Trabajo de grado","Matlab","Juan Felipe Acevedo","Economía","Pregrado","27/11/2021","Saturday","09:00- 11:00","1","2021-II","11","Natalia Bermúdez","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/11/2021","Saturday","Ninguno","Ninguno","2021-II","11","Ninguno","","","","","","","","","","","","",""
"AD20210212","Investigación de mercados","R","Sandra Patricia Rojas Berrio","Administración de empresas","Pregrado","29/11/2021","Monday","14:00- 17:00","36","2021-II","12","Steven Peña","DICTADA","","","","","","","","","","","",""
"AD20210248","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","29/11/2021","Monday","18:00- 20:00","20","2021-II","12","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210265","Gestión de las Operaciones y la Producción I","Bizagi","Diego Edixon Karachas","Administración de Empresas","Pregrado","29/11/2021","Monday","07:00- 09:00","24","2021-II","12","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210238","Fundamentos de contabilidad de gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría Pública","Pregrado","30/11/2021","Tuesday","07:00- 09:00","28","2021-II","12","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210239","Fundamentos de contabilidad de gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría Pública","Pregrado","01/12/2021","Wednesday","07:00- 09:00","24","2021-II","12","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210249","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","01/12/2021","Wednesday","18:00- 20:00","16","2021-II","12","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210256","Sistemas de Información gerencial","Odoo","Beatriz Helena Diaz","Administración de empresas","Pregrado","01/12/2021","Wednesday","09:00- 11:00","22","2021-II","12","Juan Andrés Martínez","DICTADA","","","","","","","","","","","",""
"AD20210270","Productividad Industrial","R","Bertha Viviana Ruales Guzman","Administración de Empresas","Posgrado","02/12/2021","Thursday","09:00- 11:00","1","2021-II","12","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210240","Fundamentos de contabilidad de gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría Pública","Pregrado","02/12/2021","Thursday","07:00- 09:00","27","2021-II","12","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210271","Gestión de las Operaciones y la Producción II","Safe Exam Browser","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","02/12/2021","Thursday","14:00- 16:00","1","2021-II","12","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210272","Gestión de las Operaciones y la Producción II","Safe Exam Browser","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","03/12/2021","Friday","07:00- 09:00","1","2021-II","12","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210241","Fundamentos de contabilidad de gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría Pública","Pregrado","03/12/2021","Friday","07:00- 09:00","25","2021-II","12","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210257","Sistemas de Información gerencial","Odoo","Beatriz Helena Diaz","Administración de empresas","Pregrado","03/12/2021","Friday","09:00- 11:00","12","2021-II","12","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210266","Trabajo de grado","R","Luisa Fernanda Peña","Administración de Empresas","Posgrado","04/12/2021","Saturday","08:00- 10:00","2","2021-II","12","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/12/2021","Saturday","Ninguno","Ninguno","2021-II","12","Ninguno","","","","","","","","","","","","",""
"AD20210277","Fundamentos de Finanzas","Cesim Bank","María del Pilar Corredor García","Contaduría Pública","Pregrado","06/12/2021","Monday","16:00- 18:00","36","2021-II","13","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210278","Fundamentos de Finanzas","Cesim Bank","María del Pilar Corredor García","Contaduría Pública","Pregrado","06/12/2021","Monday","18:00- 20:00","39","2021-II","13","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210250","Analitica de Marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","06/12/2021","Monday","18:00- 20:00","16","2021-II","13","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210255","Sistemas de Información gerencial","Odoo","Beatriz Helena Diaz","Administración de empresas","Pregrado","07/12/2021","Tuesday","09:00- 11:00","34","2021-II","13","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/12/2021","Wednesday","Ninguno","Ninguno","2021-II","13","Ninguno","","","","","","","","","","","","",""
"AD20210252","Sistemas de Información gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de empresas","Pregrado","09/12/2021","Thursday","07:00- 09:00","29","2021-II","13","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210273","Fundamentos de Contabilidad de Gestión","Odoo","Diego Quintanilla","Contaduría Pública","Pregrado","09/12/2021","Thursday","14:00- 16:00","32","2021-II","13","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210275","Tesis de maestría","OpenSesame","Omar Fabian Pantaleon Allan","Maestría en Ciencias Económicas","Posgrado","10/12/2021","Friday","16:00- 18:00","4","2021-II","13","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"AD20210280","Trabajo de grado","Matlab","Juan Felipe Acevedo","Economía","Pregrado","11/12/2021","Saturday","09:00- 11:00","1","2021-II","13","Natalia Bermúdez","DICTADA","","","","","","","","","","","",""
"AD20210213","Gestión de las Operaciones y la Producción II","Littlefield","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","13/12/2021","Monday","14:00- 16:00","35","2021-II","14","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210246","Seminario de Investigación","Stata","Victor Castañeda","Maestría en Contabilidad y Finanzas","Posgrado","14/12/2021","Tuesday","18:00- 20:00","13","2021-II","14","Jaime Andrés Fierro","DICTADA","","","","","","","","","","","",""
"AD20210274","Fundamentos de Contabilidad de Gestión","Odoo","Diego Quintanilla","Contaduría Pública","Pregrado","14/12/2021","Tuesday","14:00- 16:00","22","2021-II","14","Juan Andrés Martinez","DICTADA","","","","","","","","","","","",""
"AD20210253","Sistemas de Información gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de empresas","Pregrado","14/12/2021","Tuesday","07:00- 09:00","23","2021-II","14","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20210214","Gestión de las Operaciones y la Producción II","Littlefield","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","15/12/2021","Wednesday","14:00- 16:00","34","2021-II","14","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20210269","Calidad de la Gestión de las Operaciones y el Servicio","Arena","German Alirio Martinez Martinez","Maestría en Administración","Posgrado","16/12/2021","Thursday","18:00- 20:00","9","2021-II","14","Anna Cuello","DICTADA","","","","","","","","","","","",""
"AD20210215","Fundamentos de contabilidad financiera","Excel","Yessica Daza","Contaduría pública","Pregrado","16/12/2021","Thursday","07:00- 09:00","16","2021-II","14","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/12/2021","Friday","Ninguno","Ninguno","2021-II","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/12/2021","Saturday","Ninguno","Ninguno","2021-II","14","Ninguno","","","","","","","","","","","","",""
"AD20210251","Analítica de datos en mercadeo","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","10/01/2022","Monday","18:00- 20:00","","2021-II","14","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210254","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","11/01/2022","Tuesday","07:00- 09:00","28","2021-II","14","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210281","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","11/01/2022","Tuesday","18:00- 20:00","30","2021-II","14","Juan Andrés Martinez","DICTADA","","","","","","","","","","","",""
"AD20210229","Productividad Industrial","R","Bertha Viviana Ruales Guzman","Administración de empresas","Posgrado","11/01/2022","Tuesday","18:00- 21:00","9","2021-II","14","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210251","Analítica de datos en mercadeo","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","12/01/2022","Wednesday","18:00-20.00","18","2021-II","14","Rosmer Manuel Vargas","DICTADA","","","","","","","","","","","",""
"AD20210258","Gestión de Procesos Empresariales ERP","SAP Analytics","Beatriz Helena Diaz","Administración de empresas","Pregrado","12/01/2022","Wednesday","09:00- 11:00","16","2021-II","14","Juan Andrés Martínez","DICTADA","","","","","","","","","","","",""
"AD20210255","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","13/01/2022","Thursday","07:00- 09:00","22","2021-II","14","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210283","Seminario de Neuroeconomía","Matlab","Mario Garcia","Economía","Pregrado","13/01/2022","Thursday","18:00- 21:00","11","2021-II","14","Natalia Bermúdez","DICTADA","","","","","","","","","","","",""
"AD20210282","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","13/01/2022","Thursday","18:00- 20:00","30","2021-II","14","Juan Andrés Martinez","DICTADA","","","","","","","","","","","",""
"AD20210289","Asistencia Personalizada","Zoom","Sergio Villegas Rodríguez","Personal Administrativo","Posgrado","13/01/2022","Thursday","9:00-11:00","1","2021-II","14","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210259","Gestión de Procesos Empresariales ERP","Tableau","Beatriz Helena Diaz","Administración de empresas","Pregrado","14/01/2022","Friday","09:00- 11:00","25","2021-II","14","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/01/2022","Saturday","Ninguno","Ninguno","2021-II","14","Ninguno","","","","","","","","","","","","",""
"AD20210217","Gestión de las Operaciones y la Producción II","SAP","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","17/01/2022","Monday","14:00- 16:00","33","2021-II","15","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210284","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","18/01/2022","Tuesday","07:00- 09:00","40","2021-II","15","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20210295","Diseño, Gestión y Evaluación de proyectos","Cesim Project","Juan Pablo Ramirez Cruz","Administración de empresas","Pregrado","18/01/2022","Tuesday","07:00-09:00","26","2021-II","15","Laura Vannesa Contreras","DICTADA","","","","","","","","","","","",""
"AD20210218","Gestión de las Operaciones y la Producción II","SAP","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","19/01/2022","Wednesday","14:00- 16:00","33","2021-II","15","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20210285","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","20/01/2022","Thursday","07:00- 09:00","40","2021-II","15","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20210287","Revisión Sistemática de Literatura","Nvivo","Bertha Viviana Ruales Guzman","Doctorado en Administración","Posgrado","20/01/2022","Thursday","18:00-21:00","3","2021-II","15","Karen Dayanna Albarracín","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/01/2022","Friday","Ninguno","Ninguno","2021-II","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/01/2022","Saturday","Ninguno","Ninguno","2021-II","15","Ninguno","","","","","","","","","","","","",""
"AD20210219","Investigación de mercados","R","Sandra Patricia Rojas Berrio","Administración de empresas","Pregrado","24/01/2022","Monday","14:00- 17:00","30","2021-II","15","Steven Peña","DICTADA","","","","","","","","","","","",""
"AD20210220","Gestión de las Operaciones y la Producción II","Odoo","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","24/01/2022","Monday","14:00- 16:00","25","2021-II","15","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210286","Gestión de las Operaciones y la Producción II","Littlefield","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","25/01/2022","Tuesday","07:00- 09:00","40","2021-II","15","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20210292","Decisiones, comportamiento y neuroeconomía","OpenSesame","Mario Garcia","Economía","Posgrado","25/01/2022","Tuesday","18:00-20:00","15","2021-II","15","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"AD20210221","Gestión de las Operaciones y la Producción II","Odoo","Mónica Silvana Varón Parra","Administración de empresas","Pregrado","26/01/2022","Wednesday","14:00- 16:00","21","2021-II","15","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210290","Asistencia Personalizada","Outlook","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","27/01/2022","Thursday","09:00-13:00","1","2021-II","15","Pedro Andrés Cardozo","DICTADA","","","","","","","","","","","",""
"AD20210216","Sistemas de Información Gerencial","Odoo","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","27/01/2022","Thursday","16:00-18:00","2","2021-II","15","Pamela Andrea Escobar","DICTADA","","","","","","","","","","","",""
"AD20210293","Decisiones, comportamiento y neuroeconomía","OpenSesame","Mario Garcia","Economía","Posgrado","27/01/2022","Thursday","18:00-20:00","15","2021-II","15","Juan Felipe Acevedo","DICTADA","","","","","","","","","","","",""
"AD20210288","Revisión Sistemática de Literatura","Nvivo","Bertha Viviana Ruales Guzman","Doctorado en Administración","Posgrado","27/01/2022","Thursday","18:00-21:00","3","2021-II","15","Karen Dayanna Albarracín","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/01/2022","Friday","Ninguno","Ninguno","2021-II","15","Ninguno","","","","","","","","","","","","",""
